Normal-1	Normal-2	Normal-3	Normal-4	Normal-5	Tumour-1	Tumour-2	Tumour-3	Tumour-4	Tumour-5
GSTT1	1.17869878483731	0	1928.50929650217	1348.96416916417	4176.95348012067	4044.33518033758	744.865373892137	167.452373730564	0	1300.97042994766
GSTT2	345.358743957331	1051.19865517062	157.179081391217	12091.6242799625	155.109412877802	276.132793328627	134.425642259891	365.549626313781	149.218330223053	1165.58790480699
GSTZ1	840.412233589001	1156.60339837201	779.206935407524	1857.53087465119	1166.07076347851	459.098831184588	605.836113746633	716.871273160259	1275.07416773538	810.440595705098
MSH6	3323.93057324121	2469.88952312446	2958.53391498078	3235.34989235363	2762.26762933447	6111.96365721291	9895.01628333596	8254.4170109537	3422.12085284055	4478.75066047554
GTF2A1	731.971945383969	366.067824361584	924.12381895971	768.981713544922	749.145462197044	689.209492291778	429.057186939105	322.865687911872	280.049567622413	1078.42381327806
GTF2A2	1652.53569634191	1784.75869231543	1746.80581943289	1336.7008585354	1685.30227325385	821.663433807135	3269.48942236215	1453.44282558294	2726.94730492935	1848.99147349653
GTF2B	1594.77945588488	1283.373967898	1304.25195196968	1552.39085135898	1172.6711640265	663.392198606581	2654.44607284429	1230.17299394218	1898.8209319853	1079.35109084752
GTF2E1	790.906884625834	806.203846648469	663.273428565775	872.859168282697	821.749868224951	1312.19201382588	924.406471431032	1364.79156890205	685.27280562151	1123.86041418144
GTF2E2	2164.0909689613	1071.14009307358	2378.86638077204	964.473312391708	2059.32497097337	1954.25688286642	2878.18190208507	1250.96773316363	2231.91019044529	1355.6798065456
GTF2F1	3376.97201855889	2684.97217479216	2462.47227512907	3991.34692405633	3075.78665536407	3481.96717441221	4056.70808080192	2443.92908849902	4420.68143234268	4845.02530041091
GTF2F2	967.71170235143	930.125639331184	808.190312117961	1064.7439110622	849.251537174916	795.846140121939	2517.25825985303	1502.69352373899	1144.95012621385	1078.42381327806
GTF2H1	2602.56691692078	2331.72384622534	3589.47973106184	2829.93927039093	2764.46776285047	2617.64908147301	1976.7935200821	1999.57834513556	2112.39408709128	2639.95924024304
GTF2H2	544.558838594837	538.418823380073	490.487913561245	159.423038173947	222.213485115716	103.269174740788	649.110121871392	572.402558569184	366.327464718207	56.5639317368546
GTF2H3	694.253584269175	623.882128678497	974.287355573928	718.485728602948	616.037384479214	694.821947440733	866.400886072312	515.490640699972	619.503588982913	1386.27996633767
GTF2H4	696.610981838849	753.501475047774	877.304518119773	898.107160753685	833.850602562936	773.396319526115	2663.65330861551	974.069363530733	826.004785310551	853.095363900103
GTF2I	9197.38661808552	3895.70233318651	6973.84633463443	9535.08469947165	8282.40262097143	12971.5063402667	9631.68934027891	10653.4732411328	9617.86393854751	11589.115063069
GTF3A	5944.17797193455	4536.67712292469	7814.36425923711	3521.73426409597	6641.10301803752	5511.43095627464	41316.549799797	5431.80477663262	4661.12803080637	6254.48720598499
BRF1	1230.56153137015	1112.44735730116	720.125436728556	1203.2471840459	1378.38364777224	1526.58780051599	1020.16172345178	1121.82145799888	1476.62499291818	1020.0053264023
GUCY1B2	1.17869878483731	1.4243884216404	5.5737262904687	5.7709697076542	1.1000667579986	2.24498205958234	36.8289430849017	4.37783983609318	0	89.0186466678368
GTF3C1	4209.13336065403	3509.69307092196	3943.96872313565	5385.03610845482	4075.7473383848	11997.184126408	4532.72217017427	5852.07740089756	9008.26109185428	9000.15608914609
GTF3C2	2313.78571463564	2945.63525595236	2809.15805039622	3643.64599917017	2395.94539892094	6260.13247314535	7717.50502344115	7393.07702320236	2839.39144950502	3664.60095449262
GUCY1A2	253.420238740021	85.4633052984243	355.603737331903	89.4500304686401	111.106742557858	53.8795694299761	90.2309105580091	108.351535943306	67.1836083942657	227.183004516875
GUCA1A	1.17869878483731	1.4243884216404	0	0	0	3.36747308937351	11.969406502593	14.2279794673028	0	5.5636654167398
GUCA1B	43.6118550389804	81.1901400335031	51.278281872312	56.9883258630852	40.7024700459481	24.6948026554057	38.6703902391468	7.66121971316307	19.8014845793625	33.3819925004388
GUCA2A	0	0	0	0	0	0	0.920723577122542	0	0.707195877834376	0
GUCY1A3	3631.57095608375	4941.20343467056	3889.34620548906	4048.33524991942	4156.0522117187	3109.30015252154	5926.6976659378	8566.33809927534	1878.3122515281	2435.95817496258
GUCY1B3	1175.1626884828	1088.23275413327	1355.53023384199	691.07362249159	993.360282472732	426.546591320644	2710.61021104876	2753.66125690261	904.503527750167	1512.38971578377
GUCY2C	5.89349392418654	18.5170494813253	10.0327073228437	2.8854848538271	7.70046730599017	5.61245514895584	9.20723577122542	84.2734168447938	1.41439175566875	18.5455513891327
GUCY2F	0	0	0	0	0	0	0	1.0944599590233	0	0.927277569456634
GUK1	4499.09326172401	5459.68082014767	3165.87653298622	3875.20615868979	4806.19166569587	7281.59931025531	2402.16781271271	7014.3938773803	6108.05079685551	7230.91048662283
GUSB	3935.67524257177	4624.98920506639	3327.51459540981	48592.2863096618	3647.82136952334	2832.04486816312	5764.65031636424	7135.87893283189	4931.98405201694	3615.45524331141
GYG1	2574.27814608468	2902.90360330314	2552.76664103466	2317.04433762316	2890.97544002031	2304.47408416127	8633.62498267808	4222.42652191188	3164.70155330883	4477.82338290608
GYPC	4843.2733068965	2200.68011143442	8290.36048444314	937.06120628035	7873.17778699595	565.735479014749	367.368707271894	679.659634553467	943.399301031058	749.24027612096
GYPE	84.8663125082862	32.7609336977293	167.211788714061	8.6564545614813	118.807209863848	2.24498205958234	7.36578861698034	12.0390595492563	18.3870928236938	2.7818327083699
GYS1	2325.57270248401	2485.55779576251	12233.2144623207	3062.94217233747	6663.1043531975	4853.65121281701	2991.43090207114	7480.63381992423	3109.54027483775	3074.8524203182
GYS2	10.6082890635358	35.6097105410101	2208.3103562837	0.721371213456775	839.350936352929	0	3.68289430849017	0	0	0.927277569456634
GZMH	67.1858307357266	240.721643257228	27.8686314523435	18.7556515498761	73.7044727859059	31.4297488341527	53.4019674731074	1.0944599590233	179.627752969931	6.49094298619644
GUCY2D	1.17869878483731	14.243884216404	2.22949051618748	38.2326743132091	1.1000667579986	23.5723116256145	2.76217073136763	6.56675975413977	12.0223299231844	75.1094831259873
GZMA	181.519612864946	425.892138070481	88.0648753894054	33.9044470324684	157.309546393799	242.458062434892	252.278260131577	8.75567967218637	459.677320592344	43.5820457644618
GZMB	74.2580234447504	138.165676899119	42.3603198075621	9.37782577493807	57.203471415927	61.7370066385143	301.997333296194	31.7393388116756	31.8238145025469	11.1273308334796
GZMK	167.375227446898	274.906965376598	52.3930271304057	43.2822728074065	90.2054741558849	400.729297635447	320.411804838645	2.18891991804659	594.044537380876	11.1273308334796
GZMM	28.2887708360954	94.0096358282667	5.5737262904687	13.7060530556787	20.9012684019733	23.5723116256145	10.127959348348	45.9673182789784	72.1339795391063	0
H1F0	7617.93024640353	10641.6058980755	6235.88497377638	16253.2148103946	7620.16243265628	13316.1110864126	4422.23534091957	17551.8543628566	18287.3782049191	12581.3020623876
HIST1H1C	584.634597279305	370.340989626505	1503.79135316845	6546.44376212023	1188.07209863848	2786.02273594168	542.306186925177	1643.87885845299	4249.54002990677	2881.05140830176
HIST1H1D	4.71479513934923	1.4243884216404	0	62.0379243572826	0	1.12249102979117	6.44506503985779	8.75567967218637	40.3101650365594	3.70911027782653
HIST1H1E	7.07219270902385	0	1.11474525809374	31.7403333920981	8.80053406398877	14.5923833872852	15.6523008110832	13.1335195082795	15.5583093123563	13.9091635418495
HIST1H1B	2.35739756967462	0	0	6.49234092111097	0	4.48996411916467	2.76217073136763	7.66121971316307	4.24317526700626	5.5636654167398
HIST1H1T	0	0	0	0	0	6.73494617874701	0	0	2.8287835113375	0.927277569456634
HIST1H2AE	8.25089149386116	25.6389915895273	7.80321680665618	2131.65193576477	9.90060082198736	58.3695335491408	95.7552520207444	48.156238197025	935.620146374879	235.528502641985
HIST1H2AD	0	0	0	44.0036440208633	2.20013351599719	32.5522398639439	12.8901300797156	15.3224394263261	4.24317526700626	3.70911027782653
H2AFX	539.844043455487	652.369897111305	231.867013683498	706.222417974182	398.224166395492	956.362357382076	2437.15530864337	2003.95618497165	1131.513404535	607.366807994095
H2AFZ	3442.97915050978	4203.37023226083	3256.17089889181	4743.73709969175	3465.21028769558	6958.32189367545	27583.9576470142	11409.7450728179	4270.04871036396	6452.92460584871
HIST1H2BD	57.7562404570281	257.814304316913	150.490609842655	1920.29017022193	139.708478265822	3333.79835847977	399.594032471183	269.237149919731	2799.78848034629	1766.46376981489
HIST1H2BB	0	0	0	1.44274242691355	2.20013351599719	2.24498205958234	0	1.0944599590233	0	0.927277569456634
H3F3A	5420.83571146678	8697.31570253631	6292.73698193916	7044.18989940541	6798.41256443132	8015.70844373874	40755.8291413293	11392.2337134735	14042.0813502794	9490.68592338864
H3F3B	35494.1565078059	35067.0185523651	30610.9047872541	29672.1621231175	24200.3686092111	23272.6065206603	40838.6942632704	61403.581541043	30870.5144592262	31227.926706591
HIST1H1A	0	0	0	0	0	0	1.84144715424508	0	0	0
HABP2	7.07219270902385	2.84877684328081	1.11474525809374	21.6411364037032	2.20013351599719	0	5.52434146273525	0	444.826207157822	76.9640382649006
HSD17B10	2133.44480055553	2521.16750630352	2747.84706120107	2379.8036331939	2673.16222193659	3451.65991660784	8914.44567370045	7627.29145443335	3991.41353449722	3140.68912774962
HAGH	1557.06109477008	864.603771935725	1053.43426889858	1178.72056278837	1469.68918868612	1827.41539650002	455.758170675658	1127.29375779399	1486.52573520786	2630.68646454847
HADHA	19192.7523135059	13155.6514622708	38755.2336428869	12187.5666513522	28180.41013965	13449.6875189578	7516.78728362843	17815.6192129812	10597.3302293481	15274.1161240897
HADHB	9312.89909899958	7871.17041798487	22265.9217851643	6559.42844396245	14435.0759984576	9013.60296922308	7459.70242184684	6192.45444815381	6637.74050935345	7746.47681524072
HADH	8788.37813974697	4844.34502199902	35533.619846996	4010.10257560621	20375.43649165	4547.21116168402	2600.12338179406	2325.7274129245	3472.33176016679	1175.78795807101
HAL	1.17869878483731	8.54633052984243	20.0654146456873	4.32822728074065	3.30020027399579	5.61245514895584	3.68289430849017	1.0944599590233	1.41439175566875	42.6547681950051
HARS	2813.55399940666	2102.39731034124	2112.44226408764	2566.6387774792	2868.97410486034	2063.13851275617	2508.0510240818	2975.83662858434	2190.8928295309	3356.74480143301
HAS1	904.061967970216	148.136395850602	253.047173587279	80.7935759071588	33.0020027399579	86.43180929392	187.827609732999	20.7947392214426	318.238145025469	12.0546084029362
HAS2	1539.38061299753	291.999626436283	802.616585827492	170.964977589256	350.921295801552	217.763259779487	374.734495888875	199.19171254224	410.880805021772	590.675811743876
HAS3	2978.57182928388	3484.05407933243	115.933506841749	2096.30474630539	1428.98671864018	112.249102979117	215.449317046675	184.963733074937	855.707012179595	155.782631668714
HBA1	4031.1498441436	1323.25684370394	8569.04679896657	442.200553849003	1207.87330028246	0	0	6.56675975413977	0	142.800745696322
HBA2	6156.34375320526	2187.86061563966	31308.7353188208	1624.52797270466	5087.80875574351	23.5723116256145	126.139130065788	128.051815205726	85.5707012179595	130.746137293385
HBM	2.35739756967462	0	4.45898103237496	0	0	0	0	0	0	0
HBB	12496.5645168451	4452.6382060479	45838.3250128146	1949.14501876021	9006.24654773451	30.3072578043616	109.566105677583	165.263453812518	89.1066806071314	66.7639850008776
HBD	1.17869878483731	1.4243884216404	20.0654146456873	1.44274242691355	2.20013351599719	2.24498205958234	0.920723577122542	0	0	0
HBE1	0	7.12194210820202	1.11474525809374	1.44274242691355	1.1000667579986	2.24498205958234	0	2.18891991804659	0	0
HBG1	9.42959027869847	1.4243884216404	467.078263141277	1.44274242691355	3.30020027399579	0	0	1.0944599590233	0	0.927277569456634
HBG2	4.71479513934923	1.4243884216404	571.864317402088	1.44274242691355	4.40026703199438	1.12249102979117	0	1.0944599590233	0	0
HBQ1	1.17869878483731	0	2.22949051618748	0	0	0	59.8470325129652	0	0	0
HBZ	7.07219270902385	1.4243884216404	11.1474525809374	1.44274242691355	1.1000667579986	0	0.920723577122542	0	1.41439175566875	0
HCCS	1026.6466415933	927.276862487903	1095.79458870615	952.210001762943	1210.07343379846	1059.63153212286	1650.85737378072	1597.91154017401	1434.90043612595	1436.35295508833
SERPIND1	0	1.4243884216404	21.180159903781	5.7709697076542	62.70380520592	3.36747308937351	4.60361788561271	4.37783983609318	2.12158763350313	2.7818327083699
HCFC1	3351.04064529247	4229.00922385036	3618.46310777228	4423.44828091694	3673.12290495731	6657.49429769142	4280.4439100427	5381.45961851755	4410.07349417517	5671.22961479677
HCK	1344.89531349937	843.237945611119	556.257883788776	293.598083876907	638.038719639186	664.514689636372	241.229577206106	609.614197175976	642.133857073613	685.258123828452
HCLS1	3292.1057060506	1972.77796397196	1083.53239086711	681.695796716652	1611.59780046794	1593.93726230346	551.513422696403	592.102837831603	1928.52315885434	1045.96909834708
HCRT	0	1.4243884216404	0	0	0	1.12249102979117	0.920723577122542	1.0944599590233	0.707195877834376	0
HCRTR1	9.42959027869847	7.12194210820202	23.4096504199685	2.16411364037032	8.80053406398877	0	2.76217073136763	1.0944599590233	0	0
HCRTR2	1.17869878483731	0	0	0	6.60040054799158	0	2.76217073136763	1.0944599590233	0	0
HTT	6575.96052060734	4053.80944798859	7996.06773630639	7272.14320285775	7407.84954836255	10445.9015232366	2031.11621113233	4826.56841929273	3253.80823391596	5448.68299812718
HDAC1	3215.49028503618	4311.6237523055	2393.35806912726	7474.8485138391	3167.09219627796	6883.11499467945	4245.45641411204	6972.80439893742	6971.53696369128	4229.31299429171
HDAC2	3985.18059153494	4099.38987748108	3743.31457667878	5005.59485017656	4041.64526888684	3102.56520634279	23348.6291922505	7221.24680963571	3708.53518336347	7863.31378899225
HDC	150.873444459176	225.053370619184	230.752268425404	103.877454737776	140.80854502382	57.2470425193496	23.0180894280636	3.28337987706989	21.9230722128657	30.6001597920689
HDGF	10414.9824628225	8529.23786878274	5370.84265349564	12692.526500772	7300.04300607868	27751.3457295271	71525.4903651876	78447.6064829128	15277.552548856	16653.9051474411
HDLBP	38608.278697346	22409.9030376685	41370.4260183749	36820.2294772607	41758.5341336267	51533.5631777126	22002.5313224974	33353.6672512349	30251.0108702433	38143.5628195986
HELLS	61.2923368115401	58.3999252872566	16.7211788714061	184.671030644934	46.202803835941	523.080819882685	1412.38996730598	232.025511312939	200.843629304963	619.421416397031
NCKAP1L	2337.35969033238	968.584126715475	937.500762056835	530.929213104186	1364.08277991826	1294.23215734922	418.008504013634	228.742131435869	1063.6226002629	1224.93366925221
HEXA	5561.10086686242	5230.35428426357	5776.60992744176	4925.52264548286	6353.98559419989	5796.5436778416	9302.99102324617	5960.42893684087	5519.6638264973	5713.88438299178
HEXB	7958.57419522151	6438.23566581463	5544.74291375826	6850.86241419899	8121.79287430363	3367.47308937351	5970.89239763969	4476.34123240528	7441.82222245114	11961.8806459906
CFH	19670.125321365	9003.559213189	10110.7394909102	3132.19380882932	15838.7611816638	2857.86216184832	3202.2766012322	1803.67001247039	3419.99926520704	3873.23840762036
HFE	727.257150244619	645.247955003103	768.059482826586	1133.99554755405	843.751203384923	523.080819882685	56.1641382044751	276.898369632894	251.054536631203	694.530899523019
CFHR1	2.35739756967462	21.3658263246061	2.22949051618748	5.04959849419742	1.1000667579986	1.12249102979117	3.68289430849017	0	3.53597938917188	0.927277569456634
CFHR2	0	0	0	12.9846818422219	0	0	0	0	0	0
HGD	41.2544574693058	186.594883234893	6.68847154856244	2688.5505125534	89.1054073978863	486.038615899576	2.76217073136763	5.47229979511648	412.295196777441	292.09243437884
HGF	397.221490490173	225.053370619184	430.291669624183	186.113773071848	323.419626851587	172.86361858784	28.5424308907988	12.0390595492563	311.87338212496	304.147042781776
HGFAC	0	0	0	0	1.1000667579986	4.48996411916467	7.36578861698034	1.0944599590233	0.707195877834376	0
NRG1	437.297249174642	428.740914913762	4.45898103237496	2132.37330697823	213.412951051728	53.8795694299761	76.420056901171	188.247112952007	149.218330223053	48.2184336117449
HHEX	663.607415863405	952.915854077431	643.208013920088	116.140765366541	827.250202014944	193.068457124081	312.125292644542	109.44599590233	502.816269140241	178.96457090513
HIC1	1033.71883430232	1039.8035477975	599.732948854432	253.922667136785	1078.06542283862	255.927954792386	252.278260131577	272.520529796801	584.143795091195	546.166488409957
HIF1A	7962.11029157602	6174.72380781115	6068.67318506232	9472.32540390091	4647.78205254407	5062.43454435817	17252.5183881222	7672.1643127533	10197.0573624939	11547.3875724435
HIP1	5583.49614377433	3038.22050335898	5496.80886766023	3603.24921121659	4776.4898632299	6800.0506584749	2278.79085337829	5927.59513807017	3475.86773955596	3800.91075720274
UBE2K	4892.77865585967	4489.67230501055	4505.80033321489	5701.71807116235	4752.28839455394	9235.85619312174	5256.41090179259	3749.61981961381	3647.71633786971	5478.35588034979
HINT1	5377.2238564278	7006.56664604915	6906.96161914881	6122.9988598211	6931.52064214915	4513.53643079029	10619.6257385314	6374.13480135167	11556.9950355694	8294.49785878959
HIVEP1	3314.50098296251	2005.53889766969	2462.47227512907	2122.99548120329	1749.10614521777	1873.43752872146	3295.26968252158	2271.00441497334	1655.54555001027	3429.07245185063
HIVEP2	5080.1917626488	2941.36209068744	3933.93601581281	2552.93272442353	4329.86275948247	2075.48591408387	2791.63388583555	2316.97173325232	1389.63989994455	4035.51198227527
HK1	8059.94229071752	6453.90393845267	5557.00511159729	11521.0196501181	6303.38252333196	8074.07797728788	3232.66047927725	21716.2745069402	9429.74983504357	21120.6011995137
HK2	10493.9552814066	3966.92175426853	22544.6080996878	3225.9720665787	14018.1506971761	6477.89573292483	22252.0474118976	17711.645516874	1749.60260176225	18323.0047724631
HK3	253.420238740021	59.824313708897	52.3930271304057	31.7403333920981	178.210814795773	111.126611949326	35.9082195077791	102.87923614819	14.1439175566875	142.800745696322
ZBTB48	591.706789988329	632.42845920834	499.405875625995	709.10790282801	445.527036989431	671.249635815119	292.790097524968	671.998414840304	997.14618774647	370.911027782653
HLA	25866.5448332547	39901.3928554126	18479.1321434199	13802.7167982819	27165.0485220173	34757.9347374835	31738.2624269912	37142.6876293736	26835.2547803032	28368.2026823868
MNX1	2.35739756967462	7.12194210820202	0	35.347189459382	3.30020027399579	7.85743720853818	0	16.4168993853494	263.784062432222	31.5274373615255
HLF	2280.78214866019	1549.73460274476	11326.9265674905	2477.18874701056	5751.14901081666	115.61657606849	766.042016165955	423.556004142015	452.605361814001	1048.75093105545
MR1	520.98486289809	370.340989626505	426.947433849902	604.509076876777	493.92997434137	483.793633839994	348.033512152321	458.578722830761	736.190908825585	573.0575379242
HLCS	1489.87526403436	1565.4028753828	1764.64174356239	3370.96768048351	1751.30627873376	2018.23887156452	1902.21491033517	3188.16186063486	1920.74400419817	1897.20990710827
HLX	457.335128516876	498.535947574142	474.881479947933	106.762939591603	398.224166395492	160.516217260137	228.33944712639	317.393388116756	172.555794191588	311.565263337429
HMBS	487.981296922646	750.652698204493	390.160840332809	908.206357742079	559.933979821285	686.964510232195	1687.68631686562	1129.48267771204	557.270351733488	730.694724731827
HMGB1	13062.3399335671	10681.4887738814	15984.3322558061	10828.5032851996	17055.4350160102	9488.41667482475	61118.5517729715	17474.1477057659	10221.1020223402	13106.1411667001
HMGB2	2861.88064958499	2348.81650728503	3766.72422709875	2148.96484488773	3293.5998734478	5139.88642541376	10634.3573157654	9319.32655108336	2193.0144171644	1172.07884779318
HMGB3	736.686740523318	772.018524529099	492.717404077433	1042.38140344504	509.33090895335	569.102952104123	8238.63456809251	6035.94667401348	2808.27483088031	15279.6797895064
HMGN1	3668.1106184137	6206.06035308724	2889.41970897897	7922.82003739576	3348.60321134773	4634.76546200774	25243.4783139687	10089.8263622358	9564.1170518321	7847.55007031149
HMGN2	8596.25023781849	11021.9176066534	11641.2847302729	9952.75863206312	11556.2012927753	9598.42079574428	15930.3593313742	13681.8439477502	18812.8247421501	8391.86200358254
HMGCL	1947.21039255123	2093.85097981139	3301.87545447366	2157.62129944921	2813.97076696041	3460.63984484617	431.819357670472	1056.15386045748	3081.25243972438	1343.62519814266
HMGCR	1954.28258526026	2120.91435982256	1807.00206336995	10453.3902542021	1559.89466284201	2632.24146486029	5216.81978797632	1637.31209869885	2113.10128296912	2846.74213823187
HMGCS1	2464.65915909481	3093.77165180296	3461.28402638106	20757.4566672187	2061.52510448937	2193.34747221194	5096.20499937327	6057.83587319394	2219.88786052211	3341.90836032171
HMGCS2	1402.6515539564	6845.61075440378	1.11474525809374	88755.3499900812	1859.11282101763	144.801342843061	0	0	562.927918756163	76.9640382649006
HMGA1	1170.44789334345	1675.08078384912	714.551710438087	1573.31061654923	767.84659708302	1734.24864102736	32839.4478252297	7010.01603754421	3185.91742964386	2911.65156809383
HMMR	47.1479513934923	34.1853221193697	18.9506693875936	160.144409387404	40.7024700459481	414.199189992941	2299.96749565211	1183.11121570418	28.287835113375	379.256525907763
HMOX1	3475.98271648522	2353.08967254995	1849.36238317751	991.885418503065	1815.11015069768	1662.40921512072	696.067024304642	2627.79836161493	1758.08895229626	2165.19312468124
HMOX2	1670.21617811447	1642.31985015139	1512.7093152332	2097.02611751884	1804.1094831177	2298.86162901231	2557.77009724642	4818.90719957957	2136.43874693765	2690.95950656315
NR4A1	30141.6853258597	11124.4735730116	9441.89233605397	13136.1697970479	413.625101007472	1181.9830543701	20150.956208904	4338.43927756834	23307.0545457875	2488.8129964216
HMX1	0	9.97071895148283	3.34423577428122	0.721371213456775	4.40026703199438	0	3.68289430849017	176.208053402751	7.77915465617814	0
HMX2	4.71479513934923	0	0	7.93508334802452	0	2.24498205958234	0	1.0944599590233	1.41439175566875	1.85455513891327
FOXA1	2211.23892035479	8804.14483415934	22.2949051618748	13176.5665850014	1304.67917498634	14196.1440537689	142.712154453994	482.656841929273	12198.4216967652	15369.6257137437
FOXA2	0	0	0	23.0838788306168	0	0	61.6884796672103	0	0	0
FOXA3	0	4.27316526492121	1.11474525809374	7.21371213456775	1.1000667579986	8.97992823832935	74.5786097469259	7.66121971316307	1.41439175566875	0.927277569456634
HNF4A	0	0	0	1.44274242691355	0	0	2.76217073136763	1.0944599590233	0	3.70911027782653
HNF4G	17.6804817725596	29.9121568544485	1.11474525809374	143.552871477898	11.000667579986	178.476073736796	35.9082195077791	217.797531845636	519.788970208266	86.2368139594669
ONECUT1	0	0	2.22949051618748	0	0	0	0	0	0.707195877834376	4.63638784728317
HNMT	6116.26799452079	4543.79906503289	7599.21842442502	3677.55044620264	7259.34053603274	1213.41280320425	823.126877947553	937.952184882964	1630.79369428607	2339.52130773909
SLC29A2	271.100720512581	370.340989626505	423.603198075621	723.535327097145	565.434313611278	893.50285971377	710.798601538602	1180.92229578614	589.80136211387	324.547149309822
HNRNPA1	11690.3345480164	12899.2615463755	12155.1822942541	13495.4126613493	13688.1306697765	10065.3770641374	26047.2699967967	13332.7112208218	17906.9068226442	11750.4613601545
HNRNPA2B1	24496.8968452738	21082.3730286996	23042.8992300557	32491.2808253066	24630.4947115886	37393.5436754332	57121.6907246825	35969.4265533006	24614.6597239033	32447.2967104265
HNRNPAB	5636.53758909201	4744.63783248419	2145.88462183045	5644.00837408581	3525.7139593855	9651.17787414447	13100.0550552995	1336.33560996744	6673.80749912301	10671.1102693069
HNRNPC	18347.6252847775	17149.6365965505	16475.9349146255	20756.0139247918	18016.893362501	24556.7362587414	42513.4904500563	23811.0708685108	28990.7878159424	20569.7983232565
HNRNPD	8859.10006683721	8322.70154764488	7042.96054063625	9791.89285146226	7892.97898863993	7732.84070423136	21786.1612818736	12331.2803583155	7538.70805771445	6836.81751960376
HNRNPF	9902.24849141823	11234.1514814779	7560.20234039174	11251.9481874988	7470.55335356847	10017.1099498564	22017.2628997314	14874.8053030856	14361.7338870605	15282.4616222148
HNRNPH1	9512.09919363708	10170.1333305125	9644.77597302703	8553.29847795698	9335.16650837609	11826.5654898798	7147.57712920229	11270.7486580219	7037.30618032988	9440.61293463799
HNRNPH2	7534.24263268008	7054.99585238492	5765.46247486082	9557.44720708881	6159.27377803414	7905.7043228192	5964.44733259983	5438.37153638676	11021.6477560487	10887.1659429903
HNRNPH3	6494.63030445357	5055.1545084018	5627.2340628572	4651.40158436928	7043.72745146501	3273.18384287105	4356.86396694387	6168.3763290553	4087.59217388269	5795.48480910396
HNRNPK	30669.7423814668	27737.1157346036	29044.6876996324	30768.6463675718	28398.2233577338	26992.5417933882	41421.5122875889	31050.9234974499	36487.7713168646	37206.085196878
HNRNPL	8174.27607284674	9772.72896087481	8620.32508083889	10891.2625807704	8371.50802836932	11336.036909861	21623.1932087229	13663.2381284468	10295.3575895128	8577.31751747386
HNRNPU	25541.2239686396	21956.9475195868	22293.7904166167	26025.6306390935	21890.2284174141	29677.5403366487	57118.9285539511	41066.3265824721	29318.9267032576	27568.8894175152
TLX1	0	12.8194957947636	4.45898103237496	0	1.1000667579986	24.6948026554057	2199.60862574575	79.8955770087006	856.414208057429	7.41822055565307
TLX2	1.17869878483731	1.4243884216404	0	0.721371213456775	0	1.12249102979117	1.84144715424508	0	0	0
HOXA1	54.2201441025162	109.677908466311	34.5571030009059	43.2822728074065	63.8038719639186	30.3072578043616	103.121040637725	168.546833689588	82.0347218287876	21.3273840975026
HOXA2	56.5775416721908	89.7364705633455	74.6879322922805	34.6258182459252	82.5050068498947	4.48996411916467	71.8164390155583	27.3614989755824	86.9850929736282	12.0546084029362
HOXA3	403.11498441436	400.253146480954	406.882019204215	186.835144285305	370.722497445527	94.2892465024582	372.89304873463	340.377047256245	433.511073112472	103.855087779143
HOXA4	269.922021727744	327.609336977293	374.554406719496	152.209326039379	297.018024659621	46.0221322214379	269.772008096905	292.22080905922	170.434206558085	61.2003195841378
HOXA5	370.111418438915	235.024089570667	266.424116684404	165.194007881601	529.132110597325	16.8373654468675	109.566105677583	51.4396180740949	540.297650665463	95.5095896540333
HOXA6	119.048577268568	19.9414379029657	70.2289512599056	54.1028410092581	104.506342009867	5.61245514895584	5.52434146273525	13.1335195082795	81.3275259509532	25.0364943753291
HOXA7	736.686740523318	544.116377066635	1275.26857525924	893.057562259487	1063.76455498464	80.8193541449641	197.034845504224	82.0844969267472	1478.74658055168	208.637453127743
HOXA9	407.829779553709	282.0289074848	529.503997594526	444.364667489373	646.839253703174	29.1847667745704	246.753918668841	45.9673182789784	1455.40911658315	151.146243821431
HOXA10	1284.78167547267	734.984425566449	2226.1462804132	302.254538438389	2114.3283088733	143.67885181327	134.425642259891	134.618574959865	883.287651415136	369.983750213197
HOXA11	56.5775416721908	55.5511484439758	151.605355100749	8.6564545614813	47.3028705939396	31.4297488341527	22.097365850941	47.0617782380017	21.2158763350313	52.8548214590281
HPCA	5.89349392418654	7.12194210820202	1.11474525809374	6.49234092111097	2.20013351599719	14.5923833872852	33.1460487764115	28.4559589346057	11.31513404535	2.7818327083699
HOXA13	14.1443854180477	29.9121568544485	27.8686314523435	6.49234092111097	23.1014019179705	6.73494617874701	4.60361788561271	15.3224394263261	2.8287835113375	0
HOXB1	0	0	0	0.721371213456775	0	0	0	0	0	1.85455513891327
HOXB2	727.257150244619	971.432903558756	904.058404314023	1387.19684347738	653.439654251166	5120.80407790731	780.773593399916	293.315269018243	1585.53315810467	1077.49653570861
HOXB3	777.941197992624	820.447730864873	1212.84284080599	330.388015763203	981.259548134748	1718.53376661028	1005.43014621782	485.940221806343	301.265443957444	381.111081046676
HOXB4	354.78833423603	364.643435939944	428.062179107996	108.927053231973	419.125434797465	1102.28619125493	525.733162536972	122.579515410609	104.664989919488	122.400639168276
HOXB5	87.2237100779608	71.2194210820202	181.70347706928	14.4274242691355	154.009346119803	96.5342285620405	11.0486829254705	41.5894784428852	22.6302680907	40.8002130560919
