Normal-1	Normal-2	Normal-3	Normal-4	Normal-5	Tumour-1	Tumour-2	Tumour-3	Tumour-4	Tumour-5
ALOX15B	24.7526744815835	4280.28720702942	2.22949051618748	162504.014626621	419.125434797465	460.221322214379	46.9569024332497	133.524115000842	101.83620640815	9815.23307269847
ALPL	3513.70107760002	5345.72974641644	1786.93664872426	4322.45631103299	2380.54446430896	433.281537499391	1852.49583717055	1584.77802066573	683.858413865842	113.127863473709
ALPP	0	0	0	0	0	0	1.84144715424508	6.56675975413977	0	0.927277569456634
ALPPL2	0	0	0	0	0	0	2.76217073136763	0	0	0
ALX3	66.0071319508893	44.1560410708525	33.4423577428122	45.4463864477768	39.6024032879495	31.4297488341527	427.21573978486	62.3842176643279	45.2605361814001	35.2365476393521
AMBP	4.71479513934923	9.97071895148283	4.45898103237496	353.47189459382	4.40026703199438	6.73494617874701	0	2.18891991804659	31.8238145025469	89.0186466678368
AMD1	4784.33836765464	5033.78868207719	3282.92478508606	4399.64303087287	3694.02417335929	3203.589399024	12528.2857139064	7087.72269463486	2202.91515945408	4850.58896582765
AMFR	7614.39415004901	9355.38315333418	7216.86080089887	11425.0772787284	7797.27318069405	18881.4216121172	4877.07278801811	4933.82549527702	13840.5305250966	9128.1203937311
AMH	1.17869878483731	17.0926610596849	1.11474525809374	27.4121061113574	3.30020027399579	6.73494617874701	4.60361788561271	0	17.6798969458594	5.5636654167398
AMHR2	4.71479513934923	1.4243884216404	5.5737262904687	0.721371213456775	1.1000667579986	3.36747308937351	2.76217073136763	0	0	0.927277569456634
AMPD1	2.35739756967462	32.7609336977293	12.2621978390311	20.1983939767897	51.703137625934	12.3474013277029	6.44506503985779	1.0944599590233	31.8238145025469	0
AMPD2	1139.80172493768	1189.36433206974	1017.76242063958	1322.27343426627	1414.68585078619	2197.83743633111	1649.9366502036	4660.21050552119	1690.19814802416	2275.53915544658
AMPD3	749.652427156528	395.979981216032	396.849311881371	460.956205398879	389.423632331503	776.763792615489	363.685812963404	455.295342953691	1166.16600254889	842.89531063608
AMPH	528.057055607114	112.526685309592	208.457363263529	298.647682371105	649.039387219172	411.954207933359	62.6092032443329	36.1171786477688	326.017299681647	371.83830535211
BIN1	3050.47245515895	1870.22199761385	3103.45079853297	1000.54187306455	4809.49186596986	331.134853788395	227.418723549268	2183.44761825147	985.123857823286	348.656366115694
AMT	282.887708360954	495.687170730861	362.292208880465	282.777515675056	335.520361189572	41.5321681022732	61.6884796672103	42.6839384019085	173.262990069422	903.168352650761
AMY1A	17.6804817725596	31.3365452760889	14.4916883552186	14.4274242691355	62.70380520592	0	99.4381463292346	505.640501068763	9.19354641184689	4.63638784728317
AMY2A	1.17869878483731	7.12194210820202	4.45898103237496	3.60685606728387	6.60040054799158	2.24498205958234	3.68289430849017	7.66121971316307	0.707195877834376	0.927277569456634
AMY2B	355.967033020867	706.496657133641	1034.48359951099	551.848978294433	1107.76722530459	428.791573380226	92.0723577122542	116.012755656469	145.682350833881	229.964837225245
ANG	1181.05618240698	847.511110876041	2683.19183623163	678.088940649368	1987.82063170346	204.293367421993	190.589780464366	404.950184838619	1518.34954971041	263.346829725684
ANGPT1	3287.39091091125	1340.34950476362	3729.93763358165	349.865038526536	3116.48912541002	59.4920245789319	150.077943070974	212.325232050519	124.46647449885	339.383590421128
ANGPT2	1729.15111735633	1524.09561115523	3117.94248688819	430.658614433694	880.053406398877	406.341752784403	1033.05185353149	2093.70190161156	719.925403635395	5551.61080833687
ANK1	109.61898698987	118.224238996154	83.6058943570305	621.82198599974	74.8045395439045	39.2871860426909	11.969406502593	16.4168993853494	17.6798969458594	27.818327083699
ANK2	10397.3019810499	3431.35170773173	8732.91435190635	1125.33909299257	7641.06370105825	785.743720853818	593.86670724404	387.438825494247	1007.75412591399	803.949652718901
ANK3	1252.95680828206	2128.03630193076	431.406414882277	4794.95445584718	1202.37296649247	3316.9609930329	2805.44473949239	4292.47195928937	2154.82583976134	4620.62412860241
ANPEP	5768.55185299379	6945.31794391861	1868.31305256511	7474.8485138391	3458.60988714759	5493.47109979798	689.621959264784	11665.8487032293	2164.01938617319	1942.64650801165
SLC25A4	1801.05174323141	1807.54890706167	2141.42564079807	2345.17781494797	1954.81862896351	1449.1359194604	590.18381293555	2501.93546632725	1163.33721903755	1568.95364752062
SLC25A5	7417.55145298118	9308.37833542004	12313.4761209034	13783.2397755186	9703.68887230562	10338.1423843767	23004.2785744067	24478.691443515	12593.0369965967	17328.9632180056
SLC25A6	19197.4671086452	14632.7422555119	23002.7684007643	16800.7355614083	22642.6740798851	14851.678815167	7763.54120229728	17618.616420357	25476.0243031056	14523.0212928298
ANXA1	74629.3135619742	25134.7580882666	53198.9879520075	21375.6717971511	44304.0886116355	3058.78805618093	43394.6229133625	11577.1974465484	11600.1339841173	6391.72428626458
ANXA2	66473.8966696849	36668.0311382889	47344.3458564992	43354.4099287522	49171.8840157792	19567.2636313197	22605.6052655127	63171.1343748656	34331.5310853476	25798.7165374225
ANXA2P2	22148.9288658779	11778.2678585445	16471.4759335931	14217.5052460196	15969.6691258656	7326.49895144696	4844.84746281882	18756.8547777412	10395.7794041653	8769.26397435138
ANXA3	4007.57586844685	4149.2434722385	3479.11995051056	3172.5905967829	2795.26963207443	127.963977396193	3265.80652805366	3309.64691608645	2026.82338587332	933.76851244283
ANXA4	4727.76082598245	3989.71196901477	3344.23577428122	5011.36581988421	5076.80808816352	2562.64702101324	4126.68307266323	6178.2264686865	3520.42107985952	4592.80580151871
ANXA5	41814.3393921035	28131.671327398	48044.4058785821	14663.3126559359	37853.2971427317	13428.3601893918	24366.028744971	18636.4641822487	16781.7581810097	15669.1363686782
ANXA6	29865.8698102077	15642.6336464549	37976.0267074794	9863.30860159448	34888.6172299255	9792.61174389815	5497.6404789987	13332.7112208218	11406.3623135907	23746.6512762149
ANXA7	10094.3763933467	8519.26714983126	8570.16154422467	8818.76308450907	9214.15916499624	8635.32349218346	4656.0991295087	4995.11525298232	8591.015523932	10015.5250277011
ANXA11	16042.0904616358	9747.08996928529	9363.86016798741	7433.00898345861	12028.1299319566	6291.5622219795	3298.03185325295	7342.73186508729	8542.92620423926	8960.28315365945
ANXA13	3.53609635451193	11.3951073731232	3.34423577428122	20.1983939767897	2.20013351599719	11.2249102979117	8.28651219410288	2.18891991804659	41.0173609143938	15.7637186807628
AOAH	300.568190133514	304.819122231047	178.359241294998	153.652068466293	138.608411507823	303.072578043616	89.3101869808866	13.1335195082795	441.290227768651	225.328449377962
AOC2	440.833345529153	299.121568544485	1014.4181848653	27.4121061113574	432.326235893448	57.2470425193496	46.9569024332497	229.836591394892	7.07195877834376	14.8364411113061
AOX1	4497.91456293917	3043.91805704554	5570.38205469442	551.848978294433	7386.94827996057	197.558421243246	268.851284519782	99.5958562711199	317.530949147635	255.001331600574
APAF1	1388.50716853835	1092.50591939819	1377.82513900386	1389.36095711775	1192.47236567048	1089.93878992722	1206.14788603053	1015.65884197362	1143.53573445819	998.677942304794
NUDT2	623.531657178936	487.140840201018	610.880401435369	816.592213633069	970.258880554762	701.55689361948	754.993333240485	1110.87685840865	2403.05159288121	792.822321885422
APOF	3.53609635451193	14.243884216404	0	52.6600985823446	0	25.8172936851969	0	0	17.6798969458594	4.63638784728317
APBA1	826.267848170953	471.472567562974	857.239103474085	963.751941178251	649.039387219172	236.845607285937	147.315772339607	748.610611971934	449.069382424829	378.329248338307
APBA2	77.7941197992624	84.0389168767839	25.639140936156	60.5951819303691	61.6037384479214	306.440051132989	363.685812963404	1845.25949091328	133.660020910697	241.092168058725
APBB1	1983.75005488119	1714.96365965505	1415.72647777905	1340.30771460269	1844.81195316365	1067.4889693314	425.374292630614	1001.43086250632	1790.61996267664	605.512252855182
APBB2	8564.42537062789	6120.59704778882	12353.6069501948	5208.30016115791	10967.665577246	5630.4150054325	1767.78926807528	3235.22363887286	3773.59720412423	4853.37079853602
APC	3955.71312191401	1915.80242710634	4067.70544678405	2925.16027056722	3233.09620175787	2143.95786690113	1684.92414613425	1524.58272291945	1506.32721978722	4283.09509332019
AIRE	0	0	0	1.44274242691355	1.1000667579986	0	0	2.18891991804659	0	0.927277569456634
APEH	2417.51120770132	3676.34651625388	2678.73285519926	6218.2198599974	3132.99012678	4894.0608898895	2308.25400784621	4803.58476015325	6969.41537605778	6438.08816473741
APEX1	5231.06520710798	5924.03144560244	5990.64101699576	6547.16513333369	5891.95755584048	4469.75928062843	9704.42650287159	6424.47995946675	7718.33581068438	4908.08017513396
BIRC2	4117.19485543672	3268.97142766473	3902.72314858618	4094.50300758065	3433.30835171362	2759.08295122669	2844.11512973153	4174.27028371485	4187.30679265734	3499.54554712934
BIRC3	855.735317791886	1454.30057849485	458.160301076527	846.889804598253	623.737851785204	787.9887029134	1111.31335758691	1624.17857919057	1314.6771368941	324.547149309822
XIAP	3873.2042069754	4660.5989156074	4853.60085374014	4734.35927391681	3870.03485463906	4944.5729862301	3147.03318660485	3194.728620389	3613.77093573366	6536.37958709981
BIRC5	5.89349392418654	31.3365452760889	20.0654146456873	701.172819479985	50.6030708679354	1122.49102979117	5227.86847090179	3424.56521178389	21.2158763350313	147.437133543605
APLP1	48.3266501783297	61.2487021305374	40.1308292913746	70.6943789187639	48.4029373519382	634.20743183201	891.260422654621	1432.64808636149	88.399484729297	1297.26131966983
APLP2	44596.0685243196	35793.4566474017	32491.4800376582	66378.414948652	39494.5967456656	25706.1670732476	14888.1002420715	27514.7233698457	20943.605922065	47824.3406447259
APOA1	3.53609635451193	2.84877684328081	1.11474525809374	19.4770227633329	0	0	5.52434146273525	1.0944599590233	1.41439175566875	2.7818327083699
APOA2	0	1.4243884216404	0	0	0	0	33.1460487764115	2.18891991804659	0	0
APOB	1208.16625445824	82.6145284551435	3841.41215939103	13.7060530556787	2652.26095353462	10.1024192681205	20.2559186966959	6.56675975413977	3.53597938917188	23.1819392364158
APOBEC1	0	0	0	0	0	1.12249102979117	0.920723577122542	0	0	0
APOC1	839.233534804164	695.101549760517	2141.42564079807	3060.05668748364	649.039387219172	1990.17659581974	1488.81002420715	858.056607874264	4041.62444182346	1224.93366925221
APOC1P1	0	0	0	2.16411364037032	0	0	0	2.18891991804659	4.95037114484063	0.927277569456634
AQP8	0	0	3.34423577428122	0	4.40026703199438	3.36747308937351	0.920723577122542	0	0	0.927277569456634
APOC2	123.763372407917	59.824313708897	0	192.606113992959	36.3022030139537	166.128672409093	77.3407804782935	10.944599590233	151.339917856556	431.184069797335
APOC4	0	1.4243884216404	0	4.32822728074065	1.1000667579986	1.12249102979117	0	1.0944599590233	2.12158763350313	0.927277569456634
APOD	47107.8756348079	66763.934099129	36255.9747742408	874976.392794193	97942.243664889	4165.56421155503	28409.8466956932	14354.9368225495	11061.2507252075	2231.95710968212
APOE	13547.96383292	3951.25348163048	12756.0299883667	10713.0838910466	9507.87698938187	5356.52719416346	1660.98533312907	9414.54456751839	11977.069387003	4903.44378728668
APP	49422.8400482284	57098.0342698773	34130.155567056	104533.902542021	45525.1627130139	30932.4853079552	59354.4453992047	183865.989736037	56840.868680938	47315.2652590942
APRT	2281.96084744503	2639.39174529967	2034.41009602107	2897.74816445586	2170.43171353123	1718.53376661028	4607.3007799212	2266.62657513725	3236.1283369701	3469.87266490672
KLK3	0	2193.55816932622	0	233.002901946538	7.70046730599017	16.8373654468675	0	1.0944599590233	7.07195877834376	25.9637719447857
FAS	1268.27989248494	1331.80317423378	667.73240959815	828.134153048377	737.044727859059	763.293900257995	483.379877989335	572.402558569184	1681.71179749015	982.914223624032
FASLG	8.25089149386116	68.3706442387394	15.6064336133124	5.04959849419742	24.2014686759691	42.6546591320644	24.8595365823086	2.18891991804659	62.9404331272595	10.200053264023
SHROOM2	265.207226588394	435.862857021964	82.4911490989367	789.180107521712	207.912617261735	2160.795232348	2227.23033305943	1586.96694058378	908.746703017173	1673.73601286922
AQP1	41415.9392028285	34159.6831277802	33042.1641951565	16188.2914011835	58585.1552639732	5293.66769649515	21094.6978754546	5927.59513807017	13070.3942141349	2114.19285836112
AQP2	10.6082890635358	7.12194210820202	2.22949051618748	0.721371213456775	5.50033378999298	0	3.68289430849017	0	0	0
AQP3	988.928280478502	1247.76425735699	96.9828374541553	11667.4580064499	711.743192425092	223.375714928443	319.491081261522	635.881236192535	5354.8871869619	915.222961053697
AQP4	62.4710355963774	76.9169747685818	2.22949051618748	64.202037997653	58.3035381739256	19.0823475064499	9.20723577122542	13.1335195082795	17.6798969458594	0.927277569456634
AQP5	122.58467362308	1220.70087734583	3.34423577428122	305.861394505672	173.810547763778	24.6948026554057	630.695650328941	143.374254632052	74.2555671726095	18.5455513891327
AQP6	1.17869878483731	9.97071895148283	3.34423577428122	9.37782577493807	33.0020027399579	3.36747308937351	9.20723577122542	10.944599590233	0	0.927277569456634
AQP7	8547.92358764016	2486.98218418415	29048.0319354067	349.865038526536	15747.4556407499	69.5944438470525	93.9138048664993	1.0944599590233	23.3374639685344	4.63638784728317
AQP9	245.16934724616	58.3999252872566	16.7211788714061	27.4121061113574	27.5016689499649	93.166755472667	150.077943070974	578.969318323323	7.07195877834376	313.419818476342
AR	1214.05974838243	924.428085644622	1574.02030442836	2811.90499005451	1704.00340813983	2661.42623163486	13.8108536568381	25.1725790575358	1787.08398328747	2639.03196267358
ABCC6	900.525871615704	531.296881271871	2606.27441342316	188.277886712218	1441.08745297816	127.963977396193	35.9082195077791	51.4396180740949	70.0123919056032	232.746669933615
ARAF	2626.14089261752	3098.04481706788	3464.62826215534	2695.76422468797	3121.98945920002	3401.14782026724	2393.88130051861	3494.61064916138	4653.34887615019	2948.7426708721
ARCN1	13054.0890420732	9334.01732700957	12453.9340234233	15663.8545290004	11968.7263270247	11288.8922866098	11666.4884457197	11309.0547565877	14075.3195565376	16497.195238203
TRIM23	1293.03256696653	928.701250909544	1737.88785736814	957.25960025714	1686.40234001185	885.645422505232	475.093365795232	330.526907625035	629.404331272595	1245.33377578026
AREG	865.164908070585	189.443660078174	44.5898103237496	16815.8843568909	90.2054741558849	39.2871860426909	151.919390225219	54.7229979511648	10656.0274872084	39.8729354866352
ARF1	16788.2067924378	19324.6777163954	15860.5955321577	24158.0005674539	16692.4129858707	37573.1422401998	33215.1030446957	36705.9981057233	38726.0462702104	32484.3878132048
ARF3	9728.97977004715	10643.0302864971	7993.8382457902	14565.9275421192	10002.9070304812	26334.7620499306	9980.64357600836	20177.4638045535	13549.8730193066	20452.961349505
ARF4	10889.9980731119	11266.9124151756	8165.50901553664	11674.6717185844	10294.4247213509	10612.0301956457	14482.0611445605	17004.6243833449	19350.2936093042	19442.2287987972
ARL4D	418.438068617245	433.014080178683	274.22733349106	282.777515675056	350.921295801552	332.257344818186	114.169723563195	180.585893238844	417.952763800116	140.946190557408
ARF5	4067.68950647355	5523.77829912149	3466.85775267153	5024.35050172644	3829.33238459311	7839.47735206152	8917.20784443182	10907.3879516262	8967.95092681772	5877.08523521614
ARF6	8488.9886483983	8111.8920612421	5200.28662900729	8662.94690240241	5025.10495053759	8209.89939189261	8316.89607214792	10143.4549002279	9833.558681287	8482.73520538928
ARG1	1.17869878483731	0	1.11474525809374	0.721371213456775	1.1000667579986	0	2.76217073136763	0	0	1.85455513891327
ARG2	716.648861181084	441.560410708525	1575.13504968645	624.707470853567	969.158813796763	298.582613924451	2174.74908916344	444.350743363458	398.858475098588	402.438465144179
RHOA	44062.1179747883	30856.5263779961	36580.3656443461	25965.0354571631	40864.1798593738	23130.0501598768	28911.6410452249	31674.7656740932	33208.5040313466	37205.1579193085
RHOB	35938.5259496895	23052.3022158283	32602.9545634676	39030.5108752923	17708.8746702614	41313.282351464	13643.2819658018	7024.24401701151	17050.4926145868	20207.232793599
RHOC	10889.9980731119	14038.7722836878	7396.33478745196	13825.0793058991	8804.93433102076	13896.4389488147	7014.07221051953	22053.3681743194	23687.5259280624	14382.0751022724
